"Opportunity Owner";"Opportunity Name";"Account Name";"City";"Stage";"Fiscal Period";"Amount Currency";"Amount";"Probability (%)";"Age";"Created Date";"Close Date";"Stage Duration";"Opportunity ID";"Agreed spots";"Country";"Dedicated Spots";"Lead Source";"Amount (converted) Currency";"Amount (converted)";"Fixed Fee Amount (Monthly) Currency";"Fixed Fee Amount (Monthly)";"Fixed Fee / Revenue Share";"GarageID";"Launch Date";"Total ParkBee Spots";"Location"
"Adrian Thomas";"18810 - Lambeth - Black Prince Road";"Black Prince Community Trust";"London";"Closed Won";"Q2-2017";"GBP";"7000,00";"100";"0,0000000000";"13-4-2017";"13-4-2017";"467,0000000000";"0065800000FnFDA";"5";"UK";"Yes";"Spotting / Bike Tours";"EUR";"8235,29";"GBP";"";"Revenue Share";"128";"5-6-2017";"5";"5, Beaufoy Walk, Off Black Prince Road, Lambeth, London SE11 6AA"
"Mitch Nijburg";"26855 - JP Coenstraat - Den Haag";"Cromwell Property Group";"Den Haag";"Closed Won";"Q2-2017";"EUR";"41047,50";"100";"2,0000000000";"12-4-2017";"14-4-2017";"446,0000000000";"0065800000FmxN3";"";"NL";"No";"Increasing Portfolio";"EUR";"41047,50";"EUR";"";"";"";"";"18";"JP Coenstraat - 26855"
"Nick Scott-Jones";"18833 - Fitzrovia - Clipstone Mews";"CitiPark Car Parks";"London";"Closed Won";"Q4-2017";"GBP";"182500,00";"100";"17,0000000000";"5-12-2017";"22-12-2017";"195,0000000000";"0065800000RLLjv";"30";"UK";"No";"";"EUR";"214705,88";"GBP";"4125,00";"Fixed Fee (Guaranteed Income)";"193";"23-1-2018";"30";""
"Adrian Thomas";"CitiPark - Bell Street (London NW1)";"CitiPark Car Parks";"London";"Closed Won";"Q2-2018";"GBP";"18750,00";"100";"207,0000000000";"5-12-2017";"30-6-2018";"22,0000000000";"0065800000RLM0S";"";"UK";"Yes";"";"EUR";"22058,82";"GBP";"";"Revenue Share";"";"";"10";""
"Daniel Mens";"NL Various locations  9 - portfolio deal - VERBAL COMMITMENT";"Regus";"Amsterdam";"Closed Won";"Q1-2018";"EUR";"300000,00";"100";"37,0000000000";"19-2-2018";"28-3-2018";"111,0000000000";"0065800000Vz3Bq";"";"NL";"";"";"EUR";"300000,00";"EUR";"";"Revenue Share";"";"";"603";""
"Sarah Rijken";"26908 - Randstad - Almere";"Hanzevast";"Almere";"Closed Won";"Q2-2018";"EUR";"20000,00";"100";"57,0000000000";"19-2-2018";"17-4-2018";"98,0000000000";"0065800000VzM8H";"";"NL";"Yes";"";"EUR";"20000,00";"EUR";"";"Revenue Share";"";"";"15";""
"Mitch Nijburg";"26906 - Schipholweg - Leiden";"Camelot Europe [NL]";"Leiden";"Closed Won";"Q1-2018";"EUR";"64800,00";"100";"36,0000000000";"23-2-2018";"31-3-2018";"111,0000000000";"0065800000WyQqn";"";"NL";"No";"";"EUR";"64800,00";"EUR";"";"Revenue Share";"";"";"50";""
"Alex Murden";"18834 - Marble Arch - Kendal St";"Express Car Parks";"London";"Closed Won";"Q1-2018";"GBP";"47000,00";"100";"6,0000000000";"14-2-2018";"20-2-2018";"154,0000000000";"0065800000WN1E4";"10";"UK";"No";"";"EUR";"55294,12";"GBP";"0,00";"Revenue Share";"201";"6-3-2018";"10";""
"Daniel Mens";"26919 - Derkinderenstraat - Amsterdam";"Maarsen Groep";"Amsterdam";"Closed Won";"Q2-2018";"EUR";"25000,00";"100";"109,0000000000";"22-2-2018";"11-6-2018";"46,0000000000";"0065800000WxnVs";"";"NL";"No";"";"EUR";"25000,00";"EUR";"";"Revenue Share";"";"";"35";""
"Alex Murden";"18835 - Kensington - Hornton St";"Indigo Car Parks";"London";"Closed Won";"Q1-2018";"GBP";"180000,00";"100";"7,0000000000";"21-2-2018";"28-2-2018";"125,0000000000";"0065800000WxGAg";"40";"UK";"No";"";"EUR";"211764,71";"GBP";"";"Revenue Share";"202";"27-2-2018";"40";""
"Mitch Nijburg";"26907 - Naritaweg - Amsterdam";"RW Naritaweg Amsterdam BV";"Amsterdam";"Closed Won";"Q2-2018";"EUR";"80888,00";"100";"62,0000000000";"15-2-2018";"18-4-2018";"97,0000000000";"0065800000WNUhe";"";"NL";"No";"";"EUR";"80888,00";"EUR";"";"Revenue Share";"";"";"70";""
"James Shrimpton";"18841 - The Podium - Bath";"Savills";"Bath";"Closed Won";"Q2-2018";"GBP";"45000,00";"100";"0,0000000000";"25-6-2018";"22-6-2018";"29,0000000000";"0065800000f05Sz";"";"UK";"No";"";"EUR";"52941,18";"GBP";"";"Revenue Share";"";"";"30";""
"Mitch Nijburg";"26926 - Synagogestraat - Doetinchem";"Egeria Real Estate Investments B.V.";"Doetinchem";"Closed Won";"Q3-2018";"EUR";"8435,00";"100";"18,0000000000";"18-6-2018";"6-7-2018";"18,0000000000";"0065800000eSSyB";"";"NL";"Yes";"";"EUR";"8435,00";"EUR";"";"Revenue Share";"";"";"14";""
"Mitch Nijburg";"26925 - Pr. Julianaplein - Amersfoort";"Egeria Real Estate Investments B.V.";"Amersfoort";"Closed Won";"Q3-2018";"EUR";"18970,00";"100";"18,0000000000";"18-6-2018";"6-7-2018";"18,0000000000";"0065800000eSTK1";"";"NL";"Yes";"";"EUR";"18970,00";"EUR";"";"Revenue Share";"";"";"14";""
"Eelco Kienhuis";"Willemstraat";"HOF Capital";"Breda";"Closed Lost";"Q1-2018";"EUR";"18000,00";"0";"90,0000000000";"30-11-2017";"28-2-2018";"158,0000000000";"0065800000RKoQp";"";"NL";"";"";"EUR";"18000,00";"EUR";"";"Revenue Share";"";"";"20";""
"Eelco Kienhuis";"Orlyplein";"AllFixed";"Amsterdam";"Closed Lost";"Q4-2017";"EUR";"";"0";"207,0000000000";"7-4-2017";"31-10-2017";"158,0000000000";"0065800000FlINY";"";"NL";"";"Existing Client Referral";"EUR";"";"EUR";"";"Revenue Share";"";"";"50";"Orlyplein"
"Alexander Dumbraveanu";"Oude Stadsgracht";"DELA Vastgoed";"Eindhoven";"Closed Lost";"Q4-2018";"EUR";"25000,00";"0";"630,0000000000";"7-4-2017";"28-12-2018";"130,0000000000";"0065800000FlHo1";"";"NL";"";"Inbound Email";"EUR";"25000,00";"EUR";"";"Revenue Share";"";"";"0";"Oude Stadsgracht 1"
"Mitch Nijburg";"Het Rond – ZEIST";"Syntrus Achmea";"Zeist";"Closed Lost";"Q3-2017";"EUR";"29980,86";"0";"119,0000000000";"4-5-2017";"31-8-2017";"260,0000000000";"0065800000GplSd";"";"NL";"";"Networking / Event";"EUR";"29980,86";"EUR";"";"";"";"";"";"Het Rond 6 – ZEIST"
"Eelco Kienhuis";"Zeestraat";"Onderlinge 's-Gravenhage";"";"Closed Lost";"Q3-2017";"EUR";"19000,00";"0";"49,0000000000";"12-6-2017";"31-7-2017";"391,0000000000";"0065800000IQBMZ";"";"NL";"";"Inbound Phone";"EUR";"19000,00";"EUR";"";"";"";"";"";"Zeestraat 70"
"Eelco Kienhuis";"Govert Flinckstraat";"Kost Onroerend Goed II";"";"Closed Lost";"Q2-2017";"EUR";"";"0";"2,0000000000";"28-6-2017";"30-6-2017";"391,0000000000";"0065800000JH4XP";"";"NL";"";"Networking / Event";"EUR";"";"EUR";"";"";"";"";"";"Govert Flickstraat"
"Eelco Kienhuis";"Dudok";"KPMG";"";"Closed Lost";"Q3-2017";"EUR";"6000,00";"0";"26,0000000000";"4-7-2017";"30-7-2017";"385,0000000000";"0065800000JJCjD";"";"NL";"";"Inbound Email";"EUR";"6000,00";"EUR";"";"";"";"";"";"Beekstraat"
"Eelco Kienhuis";"Willemstraat";"KPMG";"";"Closed Lost";"Q3-2017";"EUR";"4000,00";"0";"26,0000000000";"4-7-2017";"30-7-2017";"385,0000000000";"0065800000JJCeV";"";"NL";"";"Inbound Email";"EUR";"4000,00";"EUR";"";"";"";"";"";"Willemstraat 28"
"Eelco Kienhuis";"Ruysdaelkade";"Kost Onroerend Goed II";"";"Closed Lost";"Q2-2017";"EUR";"";"0";"2,0000000000";"28-6-2017";"30-6-2017";"391,0000000000";"0065800000JH4Zf";"";"NL";"";"Networking / Event";"EUR";"";"EUR";"";"";"";"";"";"Ruysdaelkade"
"Eelco Kienhuis";"Eerste Wteringsdwarsstraat";"Kost Onroerend Goed II";"";"Closed Lost";"Q2-2017";"EUR";"";"0";"2,0000000000";"28-6-2017";"30-6-2017";"391,0000000000";"0065800000JH4VY";"";"NL";"";"Networking / Event";"EUR";"";"EUR";"";"";"";"";"";"Eerste Weteringssdwarsstraat 6-16"
"Eelco Kienhuis";"Prof. Dr. Drogelolaan";"KPMG";"";"Closed Lost";"Q3-2017";"EUR";"";"0";"26,0000000000";"4-7-2017";"30-7-2017";"385,0000000000";"0065800000JJCQg";"";"NL";"";"Inbound Email";"EUR";"";"EUR";"";"";"";"";"";"Prof. Dr. Drogelolaan 30a"
"Jordy Cobelens";"Eindhoven2Stay / Holland2Stay";"Eindhoven2stay / Holland2Stay";"Multiple";"Closed Lost";"Q1-2018";"EUR";"";"0";"51,0000000000";"8-2-2018";"31-3-2018";"155,0000000000";"0065800000VuxG0";"";"NL";"";"";"EUR";"";"EUR";"";"Revenue Share";"";"";"200";""
"Jordy Cobelens";"Zekeringstraat 32-34 Amsterdam";"Ouwehand v/d Meijden / JLL Amsterdam";"Amsterdam";"Closed Lost";"Q2-2018";"EUR";"49983,00";"0";"113,0000000000";"7-2-2018";"31-5-2018";"99,0000000000";"0065800000VuTnc";"";"NL";"";"";"EUR";"49983,00";"EUR";"";"Revenue Share";"";"";"90";""
"Jordy Cobelens";"Beneluxlaan 2-6 Utrecht";"Ans de Wijn";"Utrecht";"Closed Lost";"Q2-2018";"EUR";"80596,00";"0";"112,0000000000";"8-2-2018";"31-5-2018";"85,0000000000";"0065800000Vv24a";"";"NL";"";"";"EUR";"80596,00";"EUR";"";"Revenue Share";"";"";"42";""
"Daniel Mens";"Singel 540";"The Calluna Company";"AMSTERDAM";"Closed Lost";"Q2-2018";"EUR";"135000,00";"0";"127,0000000000";"8-2-2018";"15-6-2018";"50,0000000000";"0065800000Vuv1h";"";"NL";"";"";"EUR";"135000,00";"EUR";"7664,00";"Fixed Fee (Guaranteed Income)";"";"";"16";""
"Eelco Kienhuis";"Garage Zeeheld";"NU Projectontwikkeling BV";"Den Haag";"Closed Lost";"Q3-2017";"EUR";"0,00";"0";"67,0000000000";"25-7-2017";"30-9-2017";"272,0000000000";"0065800000K7Bx4";"";"NL";"";"Networking / Event";"EUR";"0,00";"EUR";"";"";"";"";"";"Prins Hendriksstraat 57-59"
"Mitch Nijburg";"Hogehilweg - AMSTERDAM";"Intercity Real Estate Management";"Amsterdam";"Closed Lost";"Q3-2018";"EUR";"10000,00";"0";"400,0000000000";"27-7-2017";"31-8-2018";"183,0000000000";"0065800000K82Pe";"";"NL";"";"Cold Call";"EUR";"10000,00";"EUR";"";"Revenue Share";"";"";"80";"Hogehilweg 10"
"Eelco Kienhuis";"Fluitensstraat";"Chris Schuppen";"Veenendaal";"Closed Lost";"Q4-2017";"EUR";"0,00";"0";"139,0000000000";"14-7-2017";"30-11-2017";"158,0000000000";"0065800000JiAmP";"";"NL";"";"Networking / Event";"EUR";"0,00";"EUR";"";"Revenue Share";"";"";"0";"Fluitensstraat"
"Jordy Cobelens";"Hulshof / Marma/ Oranjestraat 8 - Den Haag";"Hulshof / Marma / Oranjestraat 8 - Den Haag";"Den Haag";"Closed Lost";"Q1-2018";"EUR";"10125,00";"0";"59,0000000000";"31-1-2018";"31-3-2018";"168,0000000000";"0065800000VRSzQ";"";"NL";"";"";"EUR";"10125,00";"EUR";"";"Revenue Share";"";"";"6";""
"Eelco Kienhuis";"Daalsesingel";"Apleona GVA B.V.";"Utrecht";"Closed Lost";"Q4-2017";"EUR";"20000,00";"0";"39,0000000000";"22-9-2017";"31-10-2017";"158,0000000000";"0065800000N74ni";"";"NL";"";"";"EUR";"20000,00";"EUR";"";"Revenue Share";"";"";"0";""
"Adrian Thomas";"VPS - Cuba Street & Phoenix Heights  (London, E14)";"VPS UK Ltd";"London";"Closed Lost";"Q4-2017";"GBP";"468468,00";"0";"45,0000000000";"16-10-2017";"30-11-2017";"175,0000000000";"0065800000OZPJN";"";"UK";"No";"";"EUR";"551138,82";"GBP";"9166,00";"Fixed Fee (Guaranteed Income)";"";"";"110";""
"Eelco Kienhuis";"Baander";"Growing Workplace";"Emmen";"Closed Lost";"Q3-2017";"EUR";"36000,00";"0";"58,0000000000";"3-8-2017";"30-9-2017";"158,0000000000";"0065800000KupNN";"";"NL";"";"Inbound Email";"EUR";"36000,00";"EUR";"";"Revenue Share";"";"";"0";"Baander 4"
"Adrian Thomas";"Waterloo - St George's Cathedral";"St George's Cathedral";"London";"Closed Lost";"Q3-2017";"GBP";"109512,00";"0";"11,0000000000";"4-9-2017";"15-9-2017";"173,0000000000";"0065800000LyCLQ";"";"UK";"Yes";"";"EUR";"128837,65";"GBP";"2000,00";"Fixed Fee (Guaranteed Income)";"";"";"13";""
"Jordy Cobelens";"B. Business Building Amsterdam";"B. Building Amsterdam";"Amsterdam";"Closed Lost";"Q2-2018";"EUR";"126446,00";"0";"63,0000000000";"26-2-2018";"30-4-2018";"98,0000000000";"0065800000Wze14";"";"NL";"";"";"EUR";"126446,00";"EUR";"";"Revenue Share";"";"";"200";""
"Alex Murden";"Limehouse Marina";"PureGym";"London";"Closed Lost";"Q4-2017";"GBP";"";"0";"81,0000000000";"29-9-2017";"19-12-2017";"217,0000000000";"0065800000NdapM";"";"UK";"";"";"EUR";"";"GBP";"";"Fixed Fee (Guaranteed Income)";"";"";"";""
"Jordy Cobelens";"Weesperstraat 105 - second site";"Zoku Amsterdam";"Amsterdam";"Closed Lost";"Q3-2018";"EUR";"40909,00";"0";"202,0000000000";"12-3-2018";"30-9-2018";"27,0000000000";"0065800000Y2ERn";"";"NL";"";"";"EUR";"40909,00";"EUR";"";"Revenue Share";"";"";"11";""
"Jordy Cobelens";"Hettenheuvelweg 16 - Amsterdam ZO";"Certitudo Capital";"Amsterdam Zuidoost";"Closed Lost";"Q2-2018";"EUR";"23244,00";"0";"66,0000000000";"26-3-2018";"31-5-2018";"63,0000000000";"0065800000Y4kJf";"";"NL";"";"";"EUR";"23244,00";"EUR";"";"Revenue Share";"";"";"25";""
"Daniel Mens";"diverse locatie KPMG";"KPMG";"Amstelveen";"Closed Lost";"Q2-2018";"EUR";"";"0";"103,0000000000";"19-3-2018";"30-6-2018";"71,0000000000";"0065800000Y3ONv";"";"NL";"";"";"EUR";"";"EUR";"";"Revenue Share";"";"";"0";""
"Jordy Cobelens";"Sloterweg (Schiphol) - RMC";"RMC";"Amsterdam";"Closed Lost";"Q2-2018";"EUR";"8926,00";"0";"101,0000000000";"21-3-2018";"30-6-2018";"73,0000000000";"0065800000Y41j7";"";"NL";"";"";"EUR";"8926,00";"EUR";"";"Revenue Share";"";"";"10";""
"Jordy Cobelens";"Grasweg 51 (Amsterdam Noord) - RMC";"RMC";"Amsterdam";"Closed Lost";"Q2-2018";"EUR";"18951,80";"0";"71,0000000000";"21-3-2018";"31-5-2018";"73,0000000000";"0065800000Y41jl";"";"NL";"";"";"EUR";"18951,80";"EUR";"";"Revenue Share";"";"";"20";""
"Jordy Cobelens";"Verrijn Stuardweg (Diemen) - RMC";"RMC";"Amsterdam";"Closed Lost";"Q2-2018";"EUR";"25215,00";"0";"101,0000000000";"21-3-2018";"30-6-2018";"73,0000000000";"0065800000Y40Gn";"";"NL";"";"";"EUR";"25215,00";"EUR";"";"Revenue Share";"";"";"80";""
"Jordy Cobelens";"Antareslaan 31 - Hoofddorp - Sebald Invest";"SebaldInvest";"Hoofddorp";"Closed Lost";"Q2-2018";"EUR";"44070,00";"0";"56,0000000000";"5-4-2018";"31-5-2018";"62,0000000000";"0065800000ZBrX6";"";"NL";"";"";"EUR";"44070,00";"EUR";"";"Revenue Share";"";"";"100";""
"Mandy Marrenga";"Westersingel 102 - Rotterdam";"AdHoc Property Management";"Rotterdam";"Closed Lost";"Q2-2018";"EUR";"53554,00";"0";"48,0000000000";"13-4-2018";"31-5-2018";"57,0000000000";"0065800000ZCyi3";"";"NL";"";"";"EUR";"53554,00";"EUR";"";"Revenue Share";"";"";"24";""
"Adrian Thomas";"BT - Ealing Broadway";"British Telecoms (BT)";"London";"Closed Lost";"Q1-2017";"GBP";"23000,00";"0";"144,0000000000";"7-11-2016";"31-3-2017";"314,0000000000";"00658000009fzS6";"";"UK";"";"Inbound Email";"EUR";"27058,82";"GBP";"";"Revenue Share";"";"";"";"Wapole Court Road"
"Jordy Cobelens";"The Fashion House - Koningin Wilhelminaplein 12-14 - Amsterdam";"Boelens de Gruyter";"Amsterdam";"Closed Lost";"Q2-2018";"EUR";"33842,00";"0";"73,0000000000";"18-4-2018";"30-6-2018";"50,0000000000";"0065800000ZDu05";"";"NL";"";"";"EUR";"33842,00";"EUR";"";"Revenue Share";"";"";"50";""
"Jordy Cobelens";"Môdrome - Koningin Wilhelminaplein 12-14 - Amsterdam";"Boelens de Gruyter";"Amsterdam";"Closed Lost";"Q2-2018";"EUR";"22910,00";"0";"73,0000000000";"18-4-2018";"30-6-2018";"50,0000000000";"0065800000ZDtlA";"";"NL";"";"";"EUR";"22910,00";"EUR";"";"Revenue Share";"";"";"50";""
"Nick Scott-Jones";"Telereal - Rivershill House (Cheltenham, GL50)";"Telereal Trillium";"Cheltenham";"Closed Lost";"Q2-2017";"GBP";"";"0";"141,0000000000";"10-1-2017";"31-5-2017";"314,0000000000";"0065800000Bm0S5";"";"UK";"";"Networking / Event";"EUR";"";"GBP";"";"";"";"";"";"84 St Georges Road"
"Nick Scott-Jones";"Telereal - 3 Gellatly Street (Dundee DD1)";"Telereal Trillium";"";"Closed Lost";"Q2-2017";"GBP";"";"0";"141,0000000000";"10-1-2017";"31-5-2017";"459,0000000000";"0065800000Bm0Bi";"";"UK";"";"Networking / Event";"EUR";"";"GBP";"";"";"";"";"";"3 Gellatly Street"
"Nick Scott-Jones";"Grosvenor Estates - Grosvenor Place (London SW1)";"Grosvenor Estates Ltd";"";"Closed Lost";"Q3-2017";"GBP";"";"0";"202,0000000000";"10-1-2017";"31-7-2017";"487,0000000000";"0065800000Bm1cm";"";"UK";"";"Networking / Event";"EUR";"";"GBP";"";"";"";"";"";"33 Grosvenor Place"
"Nick Scott-Jones";"Telereal - Oriel House (Cheltenham GL50)";"Telereal Trillium";"Cheltenham";"Closed Lost";"Q2-2017";"GBP";"";"0";"141,0000000000";"10-1-2017";"31-5-2017";"314,0000000000";"0065800000Bm0NA";"";"UK";"";"Networking / Event";"EUR";"";"GBP";"";"";"";"";"";"Oriel Road"
"Nick Scott-Jones";"Loftus Family - 48 George Street (London W1)";"Loftus Family Trust";"";"Closed Lost";"Q2-2017";"GBP";"";"0";"171,0000000000";"10-1-2017";"30-6-2017";"467,0000000000";"0065800000Bm58u";"";"UK";"";"Inbound Email";"EUR";"";"GBP";"";"";"";"";"";"48 George Street"
"Nick Scott-Jones";"Telereal - 73-79 Chesterton Rd (Cambridge, CB4 3BQ )";"Telereal Trillium";"Cambridge";"Closed Lost";"Q2-2017";"GBP";"";"0";"141,0000000000";"10-1-2017";"31-5-2017";"314,0000000000";"0065800000BlzWk";"";"UK";"";"Networking / Event";"EUR";"";"GBP";"";"";"";"";"";"73-79 Chesterton Road"
"Nick Scott-Jones";"M&G RE - Minster Court (London EC3)";"M&G Real Estate";"";"Closed Lost";"Q3-2017";"GBP";"";"0";"202,0000000000";"10-1-2017";"31-7-2017";"487,0000000000";"0065800000Bm0j6";"";"UK";"";"Inbound Email";"EUR";"";"GBP";"";"";"";"";"";"3 Minster Court, London, EC3R 7DD"
"Nick Scott-Jones";"Telereal - Vale House (Tunbridge Wells TN1 1HE)";"Telereal Trillium";"";"Closed Lost";"Q2-2017";"GBP";"";"0";"141,0000000000";"10-1-2017";"31-5-2017";"467,0000000000";"0065800000BlzzS";"";"UK";"";"Networking / Event";"EUR";"";"GBP";"";"";"";"";"";"Clarence Road, Tunbridge Wells, TN1 1HE"
"Adrian Thomas";"YPML - 100 Gray's Inn (London, WC1)";"Yorke Property Management Ltd (YPML)";"";"Closed Lost";"Q3-2017";"GBP";"25726,00";"0";"202,0000000000";"10-1-2017";"31-7-2017";"448,0000000000";"0065800000Bm1CF";"";"UK";"";"Networking / Event";"EUR";"30265,88";"GBP";"";"";"";"";"";"100 Gray's Inn Road"
"Nick Scott-Jones";"Telereal - Swansea Terrapin (Swansea, SA1)";"Telereal Trillium";"Wales";"Closed Lost";"Q2-2017";"GBP";"";"0";"141,0000000000";"10-1-2017";"31-5-2017";"314,0000000000";"0065800000Bm0K6";"";"UK";"";"Networking / Event";"EUR";"";"GBP";"";"";"";"";"";"The Strand"
"Nick Scott-Jones";"VPS UK - Regency court (Birmingham B14)";"VPS UK Ltd";"";"Closed Lost";"Q1-2017";"GBP";"24000,00";"0";"22,0000000000";"9-1-2017";"31-1-2017";"448,0000000000";"0065800000Bld9M";"";"UK";"";"Networking / Event";"EUR";"28235,29";"GBP";"";"";"";"";"";"2a High Street"
"Nick Scott-Jones";"Telereal - Argyle House (Edinburgh, EH3 9SJ)";"Telereal Trillium";"";"Closed Lost";"Q2-2017";"GBP";"";"0";"141,0000000000";"10-1-2017";"31-5-2017";"459,0000000000";"0065800000BlzNI";"";"UK";"";"Networking / Event";"EUR";"";"GBP";"";"";"";"";"";"3 Lady Lawson Street"
"Eelco Kienhuis";"Atrium";"G&S vastgoed";"Amsterdam";"Closed Lost";"Q4-2017";"EUR";"";"0";"263,0000000000";"9-2-2017";"30-10-2017";"158,0000000000";"0065800000CpY80";"";"NL";"";"Networking / Event";"EUR";"";"EUR";"";"Revenue Share";"";"";"0";"Strawinskylaan"
"Jordy Cobelens";"Henegouwerlaan 70-82";"De Magistraat / Domus Magnus";"Rotterdam";"Closed Lost";"Q2-2018";"EUR";"27000,00";"0";"506,0000000000";"9-2-2017";"30-6-2018";"98,0000000000";"0065800000CpXqQ";"";"NL";"";"Networking / Event";"EUR";"27000,00";"EUR";"";"Revenue Share";"";"";"15";"Henegouwerlaan 70-82"
"Mitch Nijburg";"Druifstreek - LEEUWARDEN";"TG Projectontwikkeling & Vastgoed";"Leeuwarden";"Closed Lost";"Q1-2018";"EUR";"10000,00";"0";"124,0000000000";"27-11-2017";"31-3-2018";"134,0000000000";"0065800000RK8jk";"";"NL";"";"";"EUR";"10000,00";"EUR";"";"Revenue Share";"";"";"10";""
"Nick Scott-Jones";"Telereal - Station Street (Nottingham, NG2)";"Telereal Trillium";"";"Closed Lost";"Q1-2017";"GBP";"33450,00";"0";"54,0000000000";"5-1-2017";"28-2-2017";"448,0000000000";"0065800000BPF60";"";"UK";"";"Networking / Event";"EUR";"39352,94";"GBP";"";"";"";"";"";"25 Station Street"
"Alex Murden";"British Land - Euston Tower";"British Land";"Unknown";"Closed Lost";"Q1-2017";"GBP";"138000,00";"0";"54,0000000000";"5-1-2017";"28-2-2017";"216,0000000000";"0065800000BPEa3";"";"UK";"";"Networking / Event";"EUR";"162352,94";"GBP";"";"Revenue Share";"";"";"";"286 Euston Road"
"Nick Scott-Jones";"18801 - Wandsworth - Wilna Road";"Camelot Europe";"London";"Closed Lost";"Q4-2016";"GBP";"10000,00";"0";"0,0000000000";"5-1-2017";"12-12-2016";"168,0000000000";"0065800000BPFgn";"";"UK";"";"Networking / Event";"EUR";"11764,71";"GBP";"";"Revenue Share";"";"";"5";"71 Atheldene Road"
"Nick Scott-Jones";"Telereal  - Hume House (Leeds LS2)";"Telereal Trillium";"";"Closed Lost";"Q1-2017";"GBP";"28350,00";"0";"54,0000000000";"5-1-2017";"28-2-2017";"448,0000000000";"0065800000BPFAM";"";"UK";"";"Networking / Event";"EUR";"33352,94";"GBP";"";"";"";"";"";"Tower House Way"
"Adrian Thomas";"Canary Wharf Group - Westferry Circus Car Park";"Canary Wharf Group";"";"Closed Lost";"Q1-2017";"GBP";"27145,00";"0";"54,0000000000";"5-1-2017";"28-2-2017";"475,0000000000";"0065800000BPCfT";"";"UK";"";"Networking / Event";"EUR";"31935,29";"GBP";"";"";"";"";"";"West India Avenue"
"Nick Scott-Jones";"18802 - Luton - Brewer's Hill";"Camelot Europe";"London";"Closed Lost";"Q1-2017";"GBP";"7000,00";"0";"2,0000000000";"5-1-2017";"7-1-2017";"168,0000000000";"0065800000BPFVz";"";"UK";"";"Networking / Event";"EUR";"8235,29";"GBP";"";"Revenue Share";"";"";"5";"Brewers Hill Road"
"Adrian Thomas";"Cranfield House, Southampton Row (WC1)";"Bedford Estates";"";"Closed Lost";"Q1-2017";"GBP";"72300,00";"0";"27,0000000000";"4-1-2017";"31-1-2017";"475,0000000000";"0065800000BOubp";"";"UK";"";"Networking / Event";"EUR";"85058,82";"GBP";"";"";"";"";"";"Southampton Row"
"Adrian Thomas";"Remax Ltd - Calthorpe Road (Birmingham, B15)";"Remax Edgbaston Ltd";"";"Closed Lost";"Q1-2017";"GBP";"22725,00";"0";"26,0000000000";"5-1-2017";"31-1-2017";"475,0000000000";"0065800000BPCn3";"";"UK";"";"Networking / Event";"EUR";"26735,29";"GBP";"";"";"";"";"";"51 - 52 Calthorpe Road"
"Nick Scott-Jones";"Resolution Properties - Thomas More Square";"Resolution Properties";"";"Closed Lost";"Q1-2017";"GBP";"46800,00";"0";"64,0000000000";"26-1-2017";"31-3-2017";"448,0000000000";"0065800000Cm8nf";"";"UK";"";"Inbound Email";"EUR";"55058,82";"GBP";"";"";"";"";"";"Thomas More Square"
"Adrian Thomas";"Yianis - 31 Westferry Circus (Canary Wharf, E14)";"Yianis Group";"";"Closed Lost";"Q1-2017";"GBP";"280000,00";"0";"60,0000000000";"30-1-2017";"31-3-2017";"509,0000000000";"0065800000CmxEo";"";"UK";"";"Networking / Event";"EUR";"329411,76";"GBP";"";"";"";"";"";"31 Westferry Circus"
"Mitch Nijburg";"Zeestraat 70";"Onderlinge 's-Gravenhage";"Den Haag";"Closed Lost";"Q2-2018";"EUR";"50000,00";"0";"101,0000000000";"19-2-2018";"31-5-2018";"70,0000000000";"0065800000VzIRI";"";"NL";"";"";"EUR";"50000,00";"EUR";"";"Fixed Fee (Guaranteed Income)";"";"";"0";""
"Eelco Kienhuis";"Laan van Spartaan";"BPD";"Amsterdam";"Closed Lost";"Q3-2018";"EUR";"55000,00";"0";"578,0000000000";"28-2-2017";"29-9-2018";"141,0000000000";"0065800000Dirkv";"";"NL";"";"Networking / Event";"EUR";"55000,00";"EUR";"";"Revenue Share";"";"";"0";"Laan van Spartaan"
"Daniel Mens";"Coolsingel 2-18 - Rotterdam";"Cromwell Property Group";"Rotterdam";"Closed Lost";"Q2-2018";"EUR";"82515,00";"0";"485,0000000000";"28-2-2017";"28-6-2018";"43,0000000000";"0065800000DitBM";"";"NL";"";"Increasing Portfolio";"EUR";"82515,00";"EUR";"";"Revenue Share";"";"";"20";"Coolsingel 2-18 - Rotterdam"
"Eelco Kienhuis";"Fentener van Vlissingenkade";"Warburg";"Utrecht";"Closed Lost";"Q2-2018";"EUR";"33000,00";"0";"155,0000000000";"26-1-2018";"30-6-2018";"79,0000000000";"0065800000VOrOf";"";"NL";"";"";"EUR";"33000,00";"EUR";"";"Revenue Share";"";"";"30";""
"Daniel Mens";"Overschiestraat 59 - Amsterdam";"Cromwell Property Group";"Amsterdam";"Closed Lost";"Q2-2018";"EUR";"18782,00";"0";"485,0000000000";"28-2-2017";"28-6-2018";"43,0000000000";"0065800000DisdS";"";"NL";"";"Increasing Portfolio";"EUR";"18782,00";"EUR";"";"Revenue Share";"";"";"30";"Overschiestraat 59 - Amsterdam"
